name,latitude,longitude,streetAddress,addressLocality,addressRegion,postalCode,phone,website,email,direction
Leslie's Swimming Pool Supplies,33.864964,-112.138820,3655 W. Anthem Way,Anthem,AZ,85086,(623) 551-5126,http://www.lesliespool.com,,http://maps.google.com/maps?saddr=&daddr=3655 W Anthem Way Anthem AZ 85086 US
Leslie's Swimming Pool Supplies,33.698282,-112.142530,3830 Pinnacle Peak Rd,Glendale,AZ,85310,(623) 580-9476,http://www.lesliespool.com,,http://maps.google.com/maps?saddr=&daddr=3830 Pinnacle Peak Rd Glendale AZ 85310 US
Leslie's Swimming Pool Supplies,33.480132,-111.985277,4501 E. Thomas Road,Phoenix,AZ,85018,(602) 808-9625,http://www.lesliespool.com,,http://maps.google.com/maps?saddr=&daddr=4501 E Thomas Road Phoenix AZ 85018 US
Leslie's Swimming Pool Supplies,33.319731,-111.984006,4615 E. Ray Road,Phoenix,AZ,85044,(480) 961-4465,http://www.lesliespool.com,,http://maps.google.com/maps?saddr=&daddr=4615 E Ray Road Phoenix AZ 85044 US
Leslie's Swimming Pool Supplies,32.236282,-110.893550,4639 E. Speedway Blvd.,Tucson,AZ,85712,(520) 318-0830,http://www.lesliespool.com,,http://maps.google.com/maps?saddr=&daddr=4639 E Speedway Blvd Tucson AZ 85712 US
Leslie's Swimming Pool Supplies,33.799114,-111.980401,4705 E Carefree Hwy,Cave Creek,AZ,85331,(480) 595-0695,http://www.lesliespool.com,,http://maps.google.com/maps?saddr=&daddr=4705 E Carefree Hwy Cave Creek AZ 85331 US
Leslie's Swimming Pool Supplies,33.626011,-111.976652,4811 E. Greenway Road,Scottsdale,AZ,85254,(602) 996-3233,http://www.lesliespool.com,,http://maps.google.com/maps?saddr=&daddr=4811 E Greenway Road Scottsdale AZ 85254 US
Leslie's Swimming Pool Supplies,33.234629,-111.806608,4920 S. Gilbert Road,Chandler,AZ,85249,(480) 883-2359,http://www.lesliespool.com,,http://maps.google.com/maps?saddr=&daddr=4920 S Gilbert Road Chandler AZ 85249 US
Leslie's Swimming Pool Supplies,33.452093,-112.392568,500 N. Estrella Pkwy,Goodyear,AZ,85338,(623) 925-4752,http://www.lesliespool.com,,http://maps.google.com/maps?saddr=&daddr=500 N Estrella Pkwy Goodyear AZ 85338 US
Leslie's Swimming Pool Supplies,33.567554,-112.169591,5110 W. Olive Avenue,Glendale,AZ,85302,(623) 934-5461,http://www.lesliespool.com,,http://maps.google.com/maps?saddr=&daddr=5110 W Olive Avenue Glendale AZ 85302 US
Leslie's Swimming Pool Supplies,33.424502,-111.805290,515 N. Stapley Drive,Mesa,AZ,85203,(480) 615-4984,http://www.lesliespool.com,,http://maps.google.com/maps?saddr=&daddr=515 N Stapley Drive Mesa AZ 85203 US
Leslie's Swimming Pool Supplies,33.393812,-111.718673,5235 E Southern Ave,Mesa,AZ,85206,(480) 830-0854,http://www.lesliespool.com,,http://maps.google.com/maps?saddr=&daddr=5235 E Southern Ave Mesa AZ 85206 US
Leslie's Swimming Pool Supplies,33.640300,-112.081212,550 W. Bell Road,Phoenix,AZ,85023,(602) 896-0228,http://www.lesliespool.com,,http://maps.google.com/maps?saddr=&daddr=550 W Bell Road Phoenix AZ 85023 US
Leslie's Swimming Pool Supplies,32.309608,-110.892523,5671 N. Swan Road,Tucson,AZ,85718,(520) 299-8233,http://www.lesliespool.com,,http://maps.google.com/maps?saddr=&daddr=5671 N Swan Road Tucson AZ 85718 US
Leslie's Swimming Pool Supplies,33.638681,-112.183658,5775 W. Bell Road,Glendale,AZ,85308,(602) 547-3107,http://www.lesliespool.com,,http://maps.google.com/maps?saddr=&daddr=5775 W Bell Road Glendale AZ 85308 US
Leslie's Swimming Pool Supplies,32.315515,-110.976875,5971 N. Oracle Road,Tucson,AZ,85704,(520) 292-1306,http://www.lesliespool.com,,http://maps.google.com/maps?saddr=&daddr=5971 N Oracle Road Tucson AZ 85704 US
Leslie's Swimming Pool Supplies,32.336101,-111.046964,7085 N. Thornydale Blvd.,Tucson,AZ,85741,(520) 572-0164,http://www.lesliespool.com,,http://maps.google.com/maps?saddr=&daddr=7085 N Thornydale Blvd Tucson AZ 85741 US
Leslie's Swimming Pool Supplies,33.480127,-112.217882,7333 W. Thomas Road,Phoenix,AZ,85033,(623) 846-0950,http://www.lesliespool.com,,http://maps.google.com/maps?saddr=&daddr=7333 W Thomas Road Phoenix AZ 85033 US
Leslie's Swimming Pool Supplies,33.538278,-112.063926,742 E. Glendale Avenue,Phoenix,AZ,85020,(602) 604-9395,http://www.lesliespool.com,,http://maps.google.com/maps?saddr=&daddr=742 E Glendale Avenue Phoenix AZ 85020 US
Leslie's Swimming Pool Supplies,33.595837,-112.221291,7549 West Cactus Road,Peoria,AZ,85381,(623) 334-0781,http://www.lesliespool.com,,http://maps.google.com/maps?saddr=&daddr=7549 West Cactus Road Peoria AZ 85381 US
Leslie's Swimming Pool Supplies,33.509426,-111.911564,7908 E. Chaparral Road,Scottsdale,AZ,85250,(480) 481-7555,http://www.lesliespool.com,,http://maps.google.com/maps?saddr=&daddr=7908 E Chaparral Road Scottsdale AZ 85250 US
Leslie's Swimming Pool Supplies,32.221543,-110.822096,7955 E. Broadway,Tucson,AZ,85710,(520) 733-1553,http://www.lesliespool.com,,http://maps.google.com/maps?saddr=&daddr=7955 E Broadway Tucson AZ 85710 US
Leslie's Swimming Pool Supplies,33.553689,-112.134234,8033 N. 35th Avenue,Phoenix,AZ,85051,(602) 249-8000,http://www.lesliespool.com,,http://maps.google.com/maps?saddr=&daddr=8033 N 35th Avenue Phoenix AZ 85051 US
Leslie's Swimming Pool Supplies,33.681566,-112.239916,8385 W. Deer Valley Road,Peoria,AZ,85382,(623) 376-9075,http://www.lesliespool.com,,http://maps.google.com/maps?saddr=&daddr=8385 W Deer Valley Road Peoria AZ 85382 US
Leslie's Swimming Pool Supplies,33.264764,-111.685587,8495 S. Power Road,Queen Creek,AZ,85242,(480) 840-3262,http://www.lesliespool.com,,http://maps.google.com/maps?saddr=&daddr=8495 S Power Road Queen Creek AZ 85242 US
Leslie's Swimming Pool Supplies,32.258060,-110.804905,8800 E. Tanque Vede Road,Tucson,AZ,85749,(520) 760-3563,http://www.lesliespool.com,,http://maps.google.com/maps?saddr=&daddr=8800 E Tanque Vede Road Tucson AZ 85749 US
Leslie's Swimming Pool Supplies,33.366524,-111.756104,899 N. Val Vista Drive,Gilbert,AZ,85234,(480) 507-8807,http://www.lesliespool.com,,http://maps.google.com/maps?saddr=&daddr=899 N Val Vista Drive Gilbert AZ 85234 US
Leslie's Swimming Pool Supplies,33.551744,-112.256675,9184 W. Northern Avenue,Glendale,AZ,85305,(623) 877-5500,http://www.lesliespool.com,,http://maps.google.com/maps?saddr=&daddr=9184 W Northern Avenue Glendale AZ 85305 US
Lincoln Aquatics,33.506204,-112.113281,Commercial Sales,Phoenix,AZ,85031,(623) 535-0044,http://www.lincolnaquatics.com,dthurman@lincolnaquatics.com,http://maps.google.com/maps?saddr=&daddr=Commercial Sales Phoenix AZ 85031 US
Litchfield Park Pool Service & Supply,33.507550,-112.359249,"4900 N Litchfield Rd, Byp Ste A",Litchfield Park,AZ,85340,6239355121,https://www.litchfieldparkpool.com,contact-us@litchfieldparkpool.com,http://maps.google.com/maps?saddr=&daddr=4900 N Litchfield Rd Byp Ste A Litchfield Park AZ 85340 US
LIZARD POOLS,33.437528,-111.776906,2460 E BROWN RD,MESA,AZ,85213,480-489-0713,,lizardpools@outlook.com,http://maps.google.com/maps?saddr=&daddr=2460 E BROWN RD MESA AZ 85213 US
"Morris Pools, LLC",33.389425,-111.834734,"100 W. Hoover Ave., Suite 11",Mesa,AZ,85210,,http://morrispools.com,daniel@morrispools.com,http://maps.google.com/maps?saddr=&daddr=100 W Hoover Ave Mesa AZ 85210 US
Pool Barrier of Arizona,33.649967,-111.974676,4903 E Michelle Drive,Scottsdale,AZ,85254,480-415-1965,https://www.poolbarrieraz.com,sales@poolbarrieraz.com,http://maps.google.com/maps?saddr=&daddr=4903 E Michelle Drive Scottsdale AZ 85254 US
"Pool Gurus, LLC",33.194087,-111.574615,787 W Gascon Road,San Tan Valley,AZ,85143,602-743-3843,,azpoolgurus@gmail.com,http://maps.google.com/maps?saddr=&daddr=787 W Gascon Road San Tan Valley AZ 85143 US
"Pool Parts Plus, Inc.",33.713686,-112.200703,6520 W Happy Valley Road B109,Glendale,AZ,85310,623-561-2988,http://poolpartsplus.net,poolpartsplus@gmail.com,http://maps.google.com/maps?saddr=&daddr=6520 W Happy Valley Road B109 Glendale AZ 85310 US
"Pool Parts Plus, Inc.",33.639383,-112.202841,"17035 N. 67th Avenue, Suite 14",Glendale,AZ,85308,(623) 412-8871,http://poolpartsplus.net,poolpartsplus@hotmail.com,http://maps.google.com/maps?saddr=&daddr=17035 N 67th Avenue Glendale AZ 85308 US
Pool Supply Warehouse,33.514578,-112.152010,5310 N 43rd Ave,Glendale,AZ,85301,623-939-1346,,info@poolsupplywarehouseinc.com,http://maps.google.com/maps?saddr=&daddr=5310 N 43rd Ave Glendale AZ 85301 US
Poolwerx - Glendale,33.681926,-112.204268,"6740 W Deer Valley Rd, Ste 108",Glendale,AZ,85310,623-566-8966,http://www.poolwerx.com,,http://maps.google.com/maps?saddr=&daddr=6740 W Deer Valley Rd Glendale AZ 85310 US
Poolwerx - Lindsay Rd,33.333727,-111.771796,911 S Lindsay Road #104,Gilbert,AZ,85296,480-632-6800,,justin.rollins@poolwerx.com,http://maps.google.com/maps?saddr=&daddr=911 S Lindsay Road 104 Gilbert AZ 85296 US
Poolwerx - Lone Cactus,33.681192,-112.075536,"26 W Lone Cactus Drive, Suite 800",Phoenix,AZ,85027,602-993-0552,http://www.poolwerx.com,,http://maps.google.com/maps?saddr=&daddr=26 W Lone Cactus Drive Phoenix AZ 85027 US
Poolwerx - Maricopa,33.070380,-112.046713,"20928 N John Wayne Pkwy, Ste C12",Maricopa,AZ,85139,520-494-7544,,justin.rollins@poolwerx.com,http://maps.google.com/maps?saddr=&daddr=20928 N John Wayne Pkwy Maricopa AZ 85139 US
Poolwerx Higley & Elliot,33.347857,-111.719673,139 S. Higley Road #102,Gilbert,AZ,85296,480-558-0111,,ron.marshall@poolwerx.com,http://maps.google.com/maps?saddr=&daddr=139 S Higley Road 102 Gilbert AZ 85296 US
Poolwerx Riggs & McQueen,33.218685,-111.836446,"900 E Riggs Road, Suite #8",Chandler,AZ,85249,,,justin.rollins@poolwerx.com,http://maps.google.com/maps?saddr=&daddr=900 E Riggs Road Chandler AZ 85249 US
Poolwerx Union Hills,33.654717,-112.099966,1909 W UNION HILLS DR,Phoenix,AZ,85027,602-993-0552,http://www.poolwerx.com,UNIONHILLS.SERVICE@POOLWERX.COM,http://maps.google.com/maps?saddr=&daddr=1909 W UNION HILLS DR Phoenix AZ 85027 US
Pride Construction,36.992281,-112.978226,625 W University Ave.,Colorado City,AZ,86021,435-231-4354,https://pridepoolsandlandscapes.com,pridelandscapesut@gmail.com,http://maps.google.com/maps?saddr=&daddr=625 W University Ave Colorado City AZ 86021 US
SHASTA POOLS,33.495800,-112.139668,3750 W. INDIAN SCHOOL ROAD,Phoenix,AZ,85019,602-258-8981,http://www.shastapools.com/,,http://maps.google.com/maps?saddr=&daddr=3750 W INDIAN SCHOOL ROAD Phoenix AZ 85019 US
SPRINGS AND SONS ELECTRICAL,33.574487,-112.104784,2129 W. MOUNTAIN VIEW RD.,Phoenix,AZ,85021,602-944-6257 x108,http://www.springsandsonselectric.com/,dbaker@sselectric.biz,http://maps.google.com/maps?saddr=&daddr=2129 W MOUNTAIN VIEW RD Phoenix AZ 85021 US
Sunrise Pool Care,33.248738,-111.624619,"PO Box, 1267",Queen Creek,AZ,85142,(480) 275-5933,http://www.sunrisepoolcare.com,sunrisepoolcare@hotmail.com,http://maps.google.com/maps?saddr=&daddr=PO Box Queen Creek AZ 85142 US
Tatum Pools,33.271721,-111.664723,19411 E Timberline Rd,Queen Creek,AZ,85142,480-721-2454,https://www.tatumpoolsaz.com,larry.tatumpoolsaz@gmail.com,http://maps.google.com/maps?saddr=&daddr=19411 E Timberline Rd Queen Creek AZ 85142 US
The Pool Store,35.107945,-114.627809,670 Hancock Rd,Bullhead City,AZ,86442,(928) 758-3324,,thepoolstore@citlink.net,http://maps.google.com/maps?saddr=&daddr=670 Hancock Rd Bullhead City AZ 86442 US
tribal waters,33.684089,-112.117149,2630 W Deer Valley Dr.,Phoenix,AZ,85027,6235878500,http://www.tribalwaters.com,joe@tribalwaters.com,http://maps.google.com/maps?saddr=&daddr=2630 W Deer Valley Dr Phoenix AZ 85027 US
X-POOLS,33.482516,-111.922859,3011 N. 73rd St. Suite 110,Scottsdale,AZ,85251,480-945-2486,http://poolservicescottsdale.com/,,http://maps.google.com/maps?saddr=&daddr=3011 N 73rd St Suite 110 Scottsdale AZ 85251 US
X-Pools,33.487036,-111.908915,3370 N. Hayden Road,Scottsdale,AZ,85251,(480) 945-2486,http://www.x-pools.net,mdennis@x-pools.net,http://maps.google.com/maps?saddr=&daddr=3370 N Hayden Road Scottsdale AZ 85251 US
All-Terrain Medical & Mobility LLC,,,,,,,,http://www.allterrainmedical.com/,,
Amazon,,,,,,,,https://www.amazon.com,,
American Best Pool Supply,,,,,,,,https://americanbestpoolsupply.com,,
Doheny's Water Warehouse,,,,,,,,http://www.doheny.com/srsmith,,
In The Swim,,,,,,,,http://www.intheswim.com/,,
Leslies Swimming Pool Products,,,,,,,,http://lesliespool.com,,
Lincoln Aquatics,,,,,,,,http://www.lincolnaquatics.com/,,
Pool Supply Unlimited,,,,,,,,http://www.poolsupplyunlimited.com/manufacturer/sr-smith-pool-products/189,,
Pool Time,,,,,,,(925) 462-7665,https://www.pooltimeusa.com,sales@pooltimeusa.com,
"Pool Works, Inc.",,,,,,,(920) 339-9801,http://www.poolworksinc.com,kim@poolworksinc.com,
PoolWeb Pool & Spa Supplies,,,,,,,800-446-6416,http://www.poolweb.com/,,
Spinlife,,,,,,,,http://www.spinlife.com/,,
The Lifeguard Store,,,,,,,,http://www.thelifeguardstore.com/,,
Rainwise Pools Melbourne,-37.720312,144.962689,1113-1123 Sydney Rd,Coburg North,Vic,,03 93549666,https://www.rainwisepoolsmelbourne.com.au/?gclid=CjwKCAjwhYOFBhBkEiwASF3KGYJeFZo5ovBmIYspIevPoF6C3cCSVxzZ8tVtLNTXX8sHoyLPo4CQbhoCL5kQAvD_BwE,julie@rainwise.com.au,
Aloha Pools & Spas of Jonesboro,35.799125,-90.668929,3610 Stadium Blvd.,Jonesboro,AR,72404,8703362564,http://www.alohapoolsusa.com,cindi.cook@alohapoolsusa.com,http://maps.google.com/maps?saddr=&daddr=3610 Stadium Blvd Jonesboro AR 72404 US
Armstrong Pool and Spa,35.851673,-92.064476,3404 Franks Drive,Mountain View,AR,72560,(870) 213-7321,,hal_armstrong@yahoo.com,http://maps.google.com/maps?saddr=&daddr=3404 Franks Drive Mountain View AR 72560 US
"Big Adventure Pools & Spas, LLC",33.458112,-94.081829,3407 Mall Drive,Texarkana,AR,75503,833-244-2383,http://www.bigadventurepools.com,bigadventurepools@gmail.com,http://maps.google.com/maps?saddr=&daddr=3407 Mall Drive Texarkana AR 75503 US
"Big Adventure Pools & Spas, LLC",33.401294,-93.970620,77 Big Rock Circle,Texarkana,AR,71854,833-244-2383,http://www.bigadventurepools.com,bigadventurepools@gmail.com,http://maps.google.com/maps?saddr=&daddr=77 Big Rock Circle Texarkana AR 71854 US
Burton Pools & Spas,35.326826,-94.364543,6121 S. Zero,Fort Smith,AR,72903,(479) 648-3483,http://www.burtonpools.com,mtesterman@burtonpoolsandspas.com,http://maps.google.com/maps?saddr=&daddr=6121 S Zero Fort Smith AR 72903 US
Burton Pools & Spas,36.179839,-94.183530,725 S. 48th Street,Springdale,AR,72762,(479) 756-5511,http://www.burtonpools.com,shodges@burtonpoolsandspas.com,http://maps.google.com/maps?saddr=&daddr=725 S 48th Street Springdale AR 72762 US
Conway Gardens & Pools,35.092725,-92.468858,2740 Prince Street,Conway,AR,72034,5013291358,http://conwaygardensandpools.com,conwaygardensandpools@hotmail.com,http://maps.google.com/maps?saddr=&daddr=2740 Prince Street Conway AR 72034 US
ELITE POOLS BY SCOTT,34.813225,-92.320631,4721 HILLARD RD,LITTLE ROCK,AR,72118,501-448-2053,http://www.elitepoolsbyscott.com/,Ramona@girner.com,http://maps.google.com/maps?saddr=&daddr=4721 HILLARD RD LITTLE ROCK AR 72118 US
FAMILY FUN POOLS & SPAS,34.586520,-94.223913,2850 Hwy 71N,Mena,AR,71953,4793946127,http://Familyfunpoolsandspas.com,larry@familyfunpoolsandspas.com,http://maps.google.com/maps?saddr=&daddr=2850 Hwy 71N Mena AR 71953 US
Morehead Pools,34.802846,-92.464711,5507 Ranch Dr. Ste. 2,Little Rock,AR,72223,(501) 868-7946,http://www.moreheadpools.com,alan@moreheadpools.com,http://maps.google.com/maps?saddr=&daddr=5507 Ranch Dr Ste 2 Little Rock AR 72223 US
Pleasant Valley Pools,34.788014,-92.420533,,Little Rock,AR,72212,501-228-5296,,propoolman@aol.com,http://maps.google.com/maps?saddr=&daddr= Little Rock AR 72212 US
"Seaside Pools & Spas, Inc.",36.226626,-94.137445,4686 N. Thompson St.,Springdale,AR,72764,(479) 756-6543,http://www.seasidepools.com,contactus@seasidepools.com,http://maps.google.com/maps?saddr=&daddr=4686 N Thompson St Springdale AR 72764 US
Solarflare Swimming Pools,35.265866,-91.736135,1404 Hill Crest Drive,Searcy,AR,72143,(404) 542-0313,http://www.solarflareswimmingpools.com,michaelhowerton3@gmail.com,http://maps.google.com/maps?saddr=&daddr=1404 Hill Crest Drive Searcy AR 72143 US
Sweet Water Pool Service Inc.,36.287991,-94.084729,10075 El Camino Rd,Rogers,AR,72758,(479) 633-2236,,,http://maps.google.com/maps?saddr=&daddr=10075 El Camino Rd Rogers AR 72758 US
Townley Pool And Spa,34.509037,-92.247392,26235 Pecon Ln. S,Hensley,AR,72065,(501) 666-0776,http://www.townleypoolandspa.com,info@townleypoolandspa.com,http://maps.google.com/maps?saddr=&daddr=26235 Pecon Ln S Hensley AR 72065 US
"Townley Pool Supply, Inc",34.798373,-92.416085,"12911 Cantrell Rd., Suite 1",Little Rock,AR,72223,(501) 666-0776,http://www.townleypoolandspa.com,info@townleypoolandspa.com,http://maps.google.com/maps?saddr=&daddr=12911 Cantrell Rd Little Rock AR 72223 US
Wakefield Construction,33.387751,-93.999002,3600 Byrnell Lane,Texarkana,AR,71854,(903) 244-6358,,wakefieldconstruction@msn.com,http://maps.google.com/maps?saddr=&daddr=3600 Byrnell Lane Texarkana AR 71854 US
Wonder Pool Company,36.042364,-90.484044,1300 S. Third Ave.,Paragould,AR,72450,8702398295,http://www.wonderpool.com,wonderpools@yahoo.com,http://maps.google.com/maps?saddr=&daddr=1300 S Third Ave Paragould AR 72450 US
All-Terrain Medical & Mobility LLC,,,,,,,,http://www.allterrainmedical.com/,,
Amazon,,,,,,,,https://www.amazon.com,,
American Best Pool Supply,,,,,,,,https://americanbestpoolsupply.com,,
Doheny's Water Warehouse,,,,,,,,http://www.doheny.com/srsmith,,
In The Swim,,,,,,,,http://www.intheswim.com/,,
Leslies Swimming Pool Products,,,,,,,,http://lesliespool.com,,
Lincoln Aquatics,,,,,,,,http://www.lincolnaquatics.com/,,
Pool Supply Unlimited,,,,,,,,http://www.poolsupplyunlimited.com/manufacturer/sr-smith-pool-products/189,,
Pool Time,,,,,,,(925) 462-7665,https://www.pooltimeusa.com,sales@pooltimeusa.com,
"Pool Works, Inc.",,,,,,,(920) 339-9801,http://www.poolworksinc.com,kim@poolworksinc.com,
PoolWeb Pool & Spa Supplies,,,,,,,800-446-6416,http://www.poolweb.com/,,
Spinlife,,,,,,,,http://www.spinlife.com/,,
The Lifeguard Store,,,,,,,,http://www.thelifeguardstore.com/,,
Rainwise Pools Melbourne,-37.720312,144.962689,1113-1123 Sydney Rd,Coburg North,Vic,,03 93549666,https://www.rainwisepoolsmelbourne.com.au/?gclid=CjwKCAjwhYOFBhBkEiwASF3KGYJeFZo5ovBmIYspIevPoF6C3cCSVxzZ8tVtLNTXX8sHoyLPo4CQbhoCL5kQAvD_BwE,julie@rainwise.com.au,
101 Mobility,33.632204,-117.929211,729 W. 16th St #A4,Costa Mesa,CA,92627,714-267-3700,http://www.101mobility.com/orangecounty,enramirez@101mobility.com,http://maps.google.com/maps?saddr=&daddr=729 W 16th St A4 Costa Mesa CA 92627 US
A & B Pool Maintenance,37.277439,-121.851395,"3851 Charter Park Drive, Suite D",San Jose,CA,95136,(408) 265-5521,http://www.a-bpools.com,abpools@yahoo.com,http://maps.google.com/maps?saddr=&daddr=3851 Charter Park Drive San Jose CA 95136 US
A & R Swimming Pool Company,34.264916,-118.518196,17613 Chatsworth Street,Granada Hills,CA,91344,(818) 363-1718,http://www.valley-pool.com,info@valley-pool.com,http://maps.google.com/maps?saddr=&daddr=17613 Chatsworth Street Granada Hills CA 91344 US
A 1 Pools,34.027790,-117.121392,31250 Hampton Road,Yicaipa,CA,92399,(877) 766-5778,,aonepool@aol.com,http://maps.google.com/maps?saddr=&daddr=31250 Hampton Road Yicaipa CA 92399 US
ABC Swimming Pools,33.809062,-118.071853,10560 Los Alamitos Blvd,Los Alamitos,CA,90720,(562) 430-8515,http://www.abc-pools.com,abc_pools@yahoo.com,http://maps.google.com/maps?saddr=&daddr=10560 Los Alamitos Blvd Los Alamitos CA 90720 US
AccessTR.com,34.179018,-118.945548,8 Sandra Court,Newbury Park,CA,91320,1-800-634-4351,http://www.accesstr.com,CustomerService@AccessTR.com,http://maps.google.com/maps?saddr=&daddr=8 Sandra Court Newbury Park CA 91320 US
"Advanced Pool & Spa Service, Inc",34.278059,-118.740674,2828 Cochran Street #261,Simi Valley,CA,93065,805-750-8013,,lizadvancedpool@yahoo.com,http://maps.google.com/maps?saddr=&daddr=2828 Cochran Street 261 Simi Valley CA 93065 US
Advantage Residential Services DBA Advantage Pools and Landscape,33.709970,-116.284074,79125 Corporate Center #7331,La Quinta,CA,92248,760-285-8657,http://advantagepool.org,info@advantagepools.org,http://maps.google.com/maps?saddr=&daddr=79125 Corporate Center 7331 La Quinta CA 92248 US
Affordable Pool Supply,33.932395,-117.993122,11100 Santa Gertrudes Avenue,Whittier,CA,90604,(562) 947-5998,,,http://maps.google.com/maps?saddr=&daddr=11100 Santa Gertrudes Avenue Whittier CA 90604 US
